Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,67,134,341,22.11,141,0,248742328898,255787560086
20000000,20000344,20000344,1472,10,145,1982,22.74,150,0,130888850463,138206564516
50000000,50000664,50000664,1472,88,160,565,82.33,136,0,58763655080,67542687004
100000000,100000361,100000361,1472,10,195,506,98.47,153,0,34329464094,43915575410
200000000,200002028,199998028,1472,80,213,563,110.07,171,0,20795829408,32225150800
300000000,300001494,300001494,1472,81,285,612,113.72,277,0,16635997111,28292050113
400000000,400000829,399998829,1472,162,379,983,85.62,386,0,14614343484,26289432603
500000000,499992382,499994882,1472,345,566,976,93.98,546,0,13095073928,25065900395
600000000,600013806,599998806,1472,624,753,898,50.06,752,0,11733218553,24283480188
700000000,700010853,699996853,1472,643,741,844,35.07,745,0,10511782255,23811948190
800000000,800006113,800006112,1472,679,746,834,23.47,745,0,9419798417,23394521509
900000000,900008559,900004059,1472,709,747,834,11.14,746,0,8278773561,23068874640
1000000000,956419468,999992713,1472,1279,1330,1403,9.06,1331,0,7608380363,23074806041
