Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,9,120,226,16.94,116,0,248347344873,255797948841
20000000,20000344,20000344,1472,75,131,361,20.47,148,0,130040478564,138039960603
50000000,50000661,50000661,1472,50,182,513,99.94,141,0,58438063827,67524751528
100000000,100001387,100000387,1472,45,183,614,92.63,139,0,34186598303,43903921851
200000000,200000870,199998870,1472,88,224,619,108.83,163,0,21600319255,32225849790
300000000,299999174,300002174,1472,93,284,604,115.17,280,0,16488970191,28290113554
400000000,400003887,399999887,1472,212,376,661,88.80,379,0,14848317849,26288089641
500000000,500010561,499995561,1472,349,553,951,74.19,542,0,12940251384,25088478315
600000000,600008456,600002456,1472,637,758,904,50.80,757,0,11771813130,24284976160
700000000,700012779,699995278,1472,663,746,989,36.51,750,0,10591903001,23815898809
800000000,800001696,800005696,1472,675,748,833,23.41,747,0,9567667628,23391858692
900000000,900007613,900003113,1472,713,751,1338,16.58,749,0,8448112869,23067845356
1000000000,957527813,999993639,1472,1315,1339,1423,5.74,1341,0,7659427874,22855238155
