Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,84,143,4118,40.56,150,0,248629228972,255799350009
20000000,20000341,20000341,1472,56,142,1556,24.58,150,0,130755095111,138035434400
50000000,50000664,50000664,1472,20,135,407,14.07,136,0,58997786422,67532517001
100000000,100001146,100000646,1472,9,177,570,83.07,150,0,34890649905,43908619241
200000000,200004766,199998766,1472,83,205,514,105.17,138,0,21492885590,32224877886
300000000,300005975,300001475,1472,104,278,558,114.55,270,0,16519097623,28290604512
400000000,400008235,400002235,1472,158,366,695,85.56,376,0,14168233807,26287056945
500000000,499993258,499995758,1472,353,569,919,75.89,558,0,12900540785,25088320747
600000000,600001768,600001768,1472,644,751,886,49.42,750,0,11768508348,24263679847
700000000,700003156,699996156,1472,664,744,861,34.93,749,0,10670164886,23815606695
800000000,799996058,800008058,1472,689,750,854,23.56,749,0,9654716200,23393767534
900000000,900006236,899997236,1472,714,753,1213,15.03,753,0,8684097365,23066369616
1000000000,957285965,999993098,1472,1307,1339,1894,12.88,1340,0,7990118461,22882112410
