Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,45,136,4370,24.68,150,0,248320486770,255774974755
20000000,20000343,20000343,1472,17,146,2561,48.28,150,0,131559294357,138021923318
50000000,50000656,50000656,1472,18,133,452,28.91,136,0,58446996651,67518700279
100000000,100001669,100000669,1472,80,182,594,97.88,139,0,34646482383,43909133828
200000000,200003055,199998055,1472,59,208,558,108.44,143,0,20553941880,32227060285
300000000,300004399,300001399,1472,107,309,636,114.79,286,0,17620528831,28276390322
400000000,399998690,400000689,1472,182,368,858,82.06,380,0,14437568815,26271963685
500000000,499997185,499994685,1472,339,579,934,85.60,564,0,12886238921,25087840827
600000000,600010442,600004442,1472,628,751,897,49.96,751,0,11758638615,24287558515
700000000,700007837,699997336,1472,622,739,862,35.23,739,0,10524949264,23812514961
800000000,800009373,800005373,1472,668,750,1109,26.83,749,0,9436814918,23392648443
900000000,900005377,900000877,1472,695,743,819,11.36,744,0,8300349383,23058679690
1000000000,957101698,999991986,1472,1286,1332,1417,9.06,1332,0,7614195488,23075283246
