Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,73,136,437,20.57,149,0,248615416362,255967008524
20000000,20000344,20000344,1472,73,136,2022,20.59,149,0,130297231705,138036388121
50000000,50000659,50000659,1472,11,131,362,13.49,136,0,58766757224,67515894046
100000000,100000649,100000649,1472,89,167,520,88.09,135,0,34360882838,43894158805
200000000,200000737,199998737,1472,75,205,512,102.00,142,0,21626209272,32224320848
300000000,300006138,300000138,1472,110,301,665,116.15,285,0,17331109296,28272115446
400000000,400004227,400000227,1472,164,368,972,86.30,379,0,14462901278,26269257391
500000000,500005704,499995703,1472,326,561,942,81.21,547,0,12986448250,25081478518
600000000,600007004,600001004,1472,628,753,882,50.16,752,0,11803055624,24283481119
700000000,700003468,699996468,1472,653,745,1023,36.61,749,0,10624105622,23812795153
800000000,800006113,800006113,1472,677,743,825,22.85,743,0,9603886427,23393830082
900000000,900016812,899998812,1472,712,753,845,14.04,754,0,8625470899,23067205594
1000000000,956609750,999992328,1472,1286,1333,1418,8.49,1334,0,7889677969,22876253358
