Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,18,143,4552,49.23,150,0,249129087648,255966243322
20000000,20000342,20000342,1472,16,137,349,18.03,149,0,130690326407,138037322002
50000000,50000667,50000667,1472,46,155,615,80.21,135,0,59027814903,67543898235
100000000,100001562,100000562,1472,83,185,737,90.98,153,0,35112519886,43909939640
200000000,200004341,199999341,1472,79,208,548,107.94,146,0,21159505250,32225388483
300000000,300003014,300001514,1472,99,314,610,113.99,294,0,17588284237,28289595515
400000000,400000711,400000711,1472,176,376,854,85.85,384,0,14074178951,26287754840
500000000,500011223,499993722,1472,368,565,924,70.08,557,0,12847555852,25089934366
600000000,599996992,600002992,1472,626,754,983,49.88,754,0,11797472604,24285729763
700000000,700010542,699996542,1472,658,753,918,37.89,753,0,10629309485,23815914490
800000000,800008150,800004150,1472,669,747,872,23.94,746,0,9585395518,23393028796
900000000,900005463,900000963,1472,697,752,1204,15.52,751,0,8650407991,23068128398
1000000000,957157125,999996812,1472,1282,1334,1525,7.94,1334,0,7909958434,22874177025
