Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,12,146,3373,23.41,150,0,248759243984,255797145988
20000000,20000342,20000342,1472,58,140,359,18.08,149,0,130781779652,138207059480
50000000,50000625,50000625,1472,26,155,691,72.16,136,0,59069407438,67540027967
100000000,100000805,100000305,1472,38,168,543,93.71,121,0,34322941991,43905216968
200000000,200002694,199998694,1472,23,213,623,108.18,155,0,21750743683,32224773560
300000000,300007151,300002651,1472,110,307,651,111.08,286,0,17295400930,28271494192
400000000,400008559,399996558,1472,149,363,727,84.94,373,0,14309452393,26286726205
500000000,499999520,499997020,1472,364,561,921,76.15,548,0,12976245739,25066336799
600000000,600005093,600002092,1472,637,756,959,50.85,755,0,11819955177,24284162123
700000000,699994886,699994886,1472,664,755,1001,37.87,755,0,10660736367,23813532273
800000000,799999387,800007387,1472,688,758,1190,26.27,757,0,9621274822,23389063883
900000000,900002539,899998039,1472,714,763,1325,19.77,762,0,8655470829,23064628955
1000000000,959630515,999993713,1472,1300,1334,1432,8.00,1332,0,8075613084,23059608113
