Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,47,144,487,18.00,152,0,0,0
20000000,20000340,20000340,1472,79,143,2171,22.29,152,0,0,0
50000000,50000666,50000666,1472,73,146,560,67.57,137,0,0,0
100000000,99938671,100000133,1472,56,222,47413,1245.21,138,0,0,0
200000000,200003127,200000127,1472,82,222,481,110.93,224,0,0,0
300000000,300009328,300001828,1472,97,305,609,108.57,304,0,0,0
400000000,399995820,399999820,1472,181,381,963,78.70,386,0,0,0
500000000,495892364,499995872,1472,387,782,47820,1713.11,712,0,0,0
600000000,600021525,600003525,1472,619,742,875,50.79,742,0,0,0
700000000,698507758,699999072,1472,654,752,12113,426.36,730,0,0,0
800000000,800010868,800006868,1472,678,741,834,23.41,741,0,0,0
900000000,885862374,900000738,1472,702,868,46804,1776.17,752,0,0,0
1000000000,958093260,999993509,1472,1295,1331,1942,14.39,1330,0,0,0
