Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,77,154,4267,91.05,152,0,249104484289,255796331600
20000000,20000341,20000341,1472,9,159,1826,34.63,152,0,131370064554,138033682717
50000000,50000663,50000663,1472,72,158,594,74.19,137,0,58660459794,67541306682
100000000,100000501,100000501,1472,69,171,518,97.26,127,0,34224274235,43910070274
200000000,200002635,199999635,1472,96,210,528,108.91,167,0,21150788864,32225923887
300000000,300006023,300001522,1472,52,278,589,113.09,267,0,16662462566,28289128513
400000000,400003649,400001649,1472,180,367,796,82.77,381,0,14512955718,26270430396
500000000,499997238,499994738,1472,367,571,912,77.31,558,0,12907395960,25085548318
600000000,600003794,600003794,1472,626,761,932,51.73,760,0,11776259141,24284198212
700000000,700008201,699997701,1472,656,749,903,36.96,751,0,10574481527,23812166678
800000000,800017798,800009797,1472,677,749,882,23.92,748,0,9530304050,23392264362
900000000,900012428,899998927,1472,712,751,1333,18.79,751,0,8552084319,23066427471
1000000000,957033472,999996740,1472,1263,1329,1921,18.47,1330,0,7955773414,23077606042
