Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,11,133,4186,61.38,139,0,248497491351,255789601552
20000000,20000340,20000340,1472,24,151,268,5.83,151,0,130336513623,138016622324
50000000,50000658,50000658,1472,23,143,522,13.27,138,0,58813573092,67535060598
100000000,100000830,100000330,1472,14,172,510,89.65,137,0,33918325683,43910130955
200000000,200004549,199998549,1472,102,204,509,105.41,139,0,20572796928,32226906283
300000000,299999575,300001075,1472,77,284,579,112.81,282,0,15895375092,28289720231
400000000,400004261,400000261,1472,177,381,964,85.81,387,0,14104396000,26290194047
500000000,500007296,499997296,1472,338,582,900,71.34,576,0,12787403513,25067812839
600000000,600001922,600001922,1472,637,756,915,50.53,755,0,11723132120,24281287470
700000000,700001907,699994907,1472,645,743,1037,35.10,748,0,10553070411,23812281468
800000000,800004754,800004754,1472,688,755,1186,25.75,754,0,9555626601,23393795444
900000000,900017415,900003915,1472,714,755,992,13.86,755,0,8668619224,23064191207
1000000000,957110914,999993733,1472,1307,1337,1405,6.00,1339,0,7935039094,23047596643
