Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,34,123,285,18.00,116,0,248703572378,255784223594
20000000,20000348,20000348,1472,17,127,1973,37.11,117,0,130850133577,138031257692
50000000,50000647,50000647,1472,29,132,723,13.15,136,0,58542841024,67515259807
100000000,100000800,100000300,1472,60,169,498,94.87,126,0,34382358260,43911315919
200000000,200002817,199998817,1472,73,205,606,104.39,141,0,20826410328,32222563855
300000000,300002871,300001371,1472,83,283,562,110.00,284,0,16485972606,28290003837
400000000,399996296,400000296,1472,191,389,956,85.76,391,0,14250941120,26291061603
500000000,500008012,499995512,1472,364,569,938,85.67,554,0,12916387081,25067655561
600000000,600015947,600000946,1472,629,748,991,49.69,747,0,11700365450,24284804804
700000000,700006016,699995516,1472,654,742,866,35.28,748,0,10434459140,23813292833
800000000,800012227,800008227,1472,678,746,865,23.54,745,0,9342572091,23392718322
900000000,900006409,900001909,1472,675,749,851,14.25,748,0,8173248753,23068169964
1000000000,956757184,999996253,1472,1284,1333,1414,8.19,1334,0,7376461536,22995433965
