Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,53,152,4545,15.49,151,0,248512519884,255797924011
20000000,20000341,20000341,1472,80,152,2148,17.09,151,0,131124234166,138205719921
50000000,50000662,50000662,1472,32,134,422,14.07,136,0,58652706267,67517167307
100000000,100000463,100000463,1472,13,180,517,94.74,136,0,34217191228,43911247607
200000000,200001870,199998870,1472,77,207,547,100.85,149,0,21602550232,32224968428
300000000,300003540,300002040,1472,85,287,668,112.74,285,0,16186412741,28289057893
400000000,400004703,400000703,1472,166,365,658,86.12,374,0,14459500135,26287569852
500000000,500007455,499997455,1472,341,565,955,88.96,545,0,13037923939,25084292327
600000000,599995998,600001998,1472,636,751,901,49.95,750,0,11701961522,24282130591
700000000,700006797,699999797,1472,645,744,974,36.76,749,0,10466854977,23813602519
800000000,800003327,800003327,1472,666,745,952,23.71,744,0,9358439666,23394355679
900000000,900008472,899999472,1472,694,745,974,12.29,747,0,8175080499,23057311850
1000000000,956490782,999993762,1472,1285,1335,1418,6.93,1335,0,7223593774,22880450571
