Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,76,135,3795,80.32,139,0,248698856012,255964323075
20000000,20000342,20000342,1472,34,143,517,17.92,151,0,130170182963,138036542044
50000000,50000589,50000589,1472,73,134,464,26.42,136,0,58536501196,67542472214
100000000,100001136,100000636,1472,19,177,526,93.23,137,0,33792182379,43913056314
200000000,200004932,199998932,1472,83,208,572,109.16,150,0,20954528500,32222172395
300000000,299999909,300001409,1472,94,297,628,116.45,282,0,16649180897,28289003837
400000000,400013093,400001093,1472,180,388,973,88.03,391,0,14157116535,26288145631
500000000,500001697,499996697,1472,291,558,925,73.89,548,0,12897208286,25066224001
600000000,600010023,600004023,1472,603,752,912,49.67,752,0,11744365854,24286868804
700000000,700006902,699996401,1472,634,742,973,35.33,748,0,10540106347,23814182086
800000000,800002716,800006716,1472,673,749,839,23.98,748,0,9505642756,23398716117
900000000,900008731,899999730,1472,694,752,833,14.49,751,0,8565938325,23067560476
1000000000,957749545,999992071,1472,1294,1337,1449,5.92,1337,0,7898225413,23023992718
