Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,53,157,4119,67.48,151,0,249054894277,255789078796
20000000,20000342,20000342,1472,88,144,2074,16.76,150,0,130535221654,138032741873
50000000,50000659,50000659,1472,62,146,677,41.81,137,0,58647137538,67541079842
100000000,100000432,100000432,1472,15,171,503,92.76,134,0,34278730560,43910092561
200000000,200001102,199998102,1472,77,229,603,110.64,174,0,21556268879,32228788444
300000000,300007982,300001982,1472,109,285,557,109.66,282,0,16489619596,28275290563
400000000,400008269,399998268,1472,208,394,954,87.54,395,0,14177768200,26289110493
500000000,500001006,499993506,1472,347,561,907,80.71,547,0,13060309877,25084823607
600000000,600002074,599999074,1472,629,751,914,50.42,750,0,11747988647,24284921643
700000000,700009867,699999367,1472,654,737,847,34.71,737,0,10469570192,23814290636
800000000,799997961,800005961,1472,671,744,834,24.27,744,0,9462345113,23403194198
900000000,900002712,900002712,1472,692,744,821,12.04,744,0,8433127311,23066045158
1000000000,956863531,999994358,1472,1292,1324,1407,10.68,1328,0,7818200187,23074411596
