Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,50,141,222,17.72,150,0,248345036727,255966820878
20000000,20000341,20000341,1472,16,138,1993,21.02,150,0,130664753314,138210225796
50000000,50000670,50000670,1472,48,133,417,15.00,137,0,58625171454,67542260482
100000000,100000576,100000576,1472,50,172,505,99.05,118,0,34242189917,43910958051
200000000,200002804,199998804,1472,63,206,529,102.29,138,0,20592894465,32225228807
300000000,299995838,300001838,1472,110,289,604,112.53,279,0,16461532852,28292508679
400000000,399994988,399998988,1472,177,371,834,86.63,379,0,14483314651,26287490482
500000000,500005783,499995783,1472,370,599,937,90.86,587,0,12888636137,25069211768
600000000,600009221,600003221,1472,635,747,899,49.92,746,0,11639309442,24287599007
700000000,700009034,699995033,1472,656,742,972,35.78,748,0,10375933587,23813426793
800000000,800006112,800006112,1472,678,744,834,23.00,743,0,9278844517,23391990032
900000000,899928347,899995839,1472,690,746,1147,12.61,745,0,8078046612,23065178155
1000000000,957050639,999996134,1472,691,1328,1800,26.50,1330,0,7339394090,23017932554
