Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,75,146,4195,65.44,153,0,248072661467,255778233406
20000000,20000342,20000342,1472,46,143,258,17.75,152,0,129742039885,138035296681
50000000,50000661,50000661,1472,45,133,408,12.92,138,0,57824643114,67541293318
100000000,100000528,100000528,1472,81,192,551,100.52,143,0,33723091202,43911455048
200000000,200001676,199998676,1472,110,216,537,108.34,177,0,19880788118,32224902711
300000000,300008554,300001054,1472,92,298,565,112.10,289,0,15627859169,28289817278
400000000,400002087,399998087,1472,187,396,955,87.52,399,0,13937367163,26287794593
500000000,500007959,499995459,1472,311,552,962,80.42,536,0,12739637296,25089281714
600000000,600003489,600000488,1472,628,751,888,49.74,750,0,11603500426,24282484633
700000000,700007265,699996765,1472,656,742,861,35.48,749,0,10383923881,23813147810
800000000,800001697,800005697,1472,686,748,1084,24.04,747,0,9395197083,23390315041
900000000,900009332,900000332,1472,714,750,1199,14.18,749,0,8460249848,23069039796
1000000000,956140484,999993849,1472,1286,1335,1940,13.78,1335,0,7843948928,23076024671
