Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,30,123,239,18.00,117,0,247674219539,255777429760
20000000,20000341,20000341,1472,67,154,2041,35.97,154,0,130673284411,138010377844
50000000,50000658,50000658,1472,24,133,441,14.21,138,0,57944060069,67541661770
100000000,100001326,100000326,1472,48,196,679,91.05,156,0,34114698866,43911337195
200000000,200003120,199999119,1472,104,203,554,104.15,131,0,19600857750,32226829843
300000000,299997788,300002288,1472,113,297,625,113.24,284,0,16467503942,28290901406
400000000,400006792,399998792,1472,174,401,990,93.33,401,0,13991966060,26282455850
500000000,500006473,499993973,1472,376,575,924,75.47,563,0,12699830077,25085694091
600000000,600004596,599998596,1472,628,763,927,51.59,762,0,11607721018,24264935891
700000000,700014287,699996787,1472,634,747,870,37.63,750,0,10420239843,23817040957
800000000,800012431,800008431,1472,680,748,855,23.64,748,0,9425025395,23392453233
900000000,900006237,900001737,1472,690,748,830,11.45,748,0,8478107763,23069009082
1000000000,958903023,999994063,1472,1290,1334,1942,14.21,1334,0,7846020975,23061204357
