Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,11,137,529,22.47,150,0,248498366948,255777981647
20000000,20000342,20000342,1472,76,156,1745,54.95,152,0,130428716250,138031232914
50000000,50000594,50000594,1472,86,156,603,62.59,137,0,58890658388,67540895349
100000000,100001396,100000396,1472,74,178,528,92.88,137,0,33956630541,43892205552
200000000,200003909,199998909,1472,107,226,601,106.35,166,0,21377174884,32226470195
300000000,300010456,299999956,1472,108,297,572,108.62,296,0,17049285866,28271973955
400000000,399996244,399998244,1472,200,395,957,84.20,398,0,14671101186,26288119277
500000000,500010322,499997821,1472,397,726,903,71.76,724,0,13138283448,25086218720
600000000,599991260,600006259,1472,610,731,944,48.69,731,0,11892469830,24286548235
700000000,700005808,699995308,1472,641,728,926,33.50,727,0,10597271318,23814253234
800000000,800009238,800005238,1472,662,732,963,23.07,731,0,9650858352,23395162728
900000000,900008989,900004489,1472,700,741,858,11.09,743,0,8590851992,23069629613
1000000000,957863102,999996855,1472,1155,1329,1928,15.46,1329,0,7855838709,23036124276
