Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,26,153,4573,35.34,151,0,249143059839,255969590211
20000000,20000340,20000340,1472,8,151,1942,18.22,151,0,130791056357,138208605760
50000000,50000667,50000667,1472,48,133,427,13.96,137,0,58705270645,67544370237
100000000,100000098,100000098,1472,72,177,701,94.69,136,0,34214034340,43909797604
200000000,200004095,199999095,1472,44,199,597,100.78,134,0,20762809874,32228190669
300000000,299999995,299999995,1472,72,279,563,111.03,276,0,16380420506,28290725201
400000000,400015301,399999301,1472,166,370,654,86.86,377,0,14673534551,26288483478
500000000,499985934,499995933,1472,336,538,944,74.81,526,0,13083932555,25084887611
600000000,599997489,600000489,1472,628,754,873,50.46,753,0,11761022069,24270109714
700000000,700002583,699995583,1472,654,742,865,36.18,748,0,10587198296,23812542471
800000000,800000881,800004881,1472,670,745,1172,23.96,744,0,9577457955,23395870273
900000000,900008815,899995315,1472,709,744,1198,13.45,743,0,8587907888,23065991407
1000000000,958191582,999993074,1472,1287,1331,1863,13.78,1331,0,7984258315,23073824272
