Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,65,128,4272,23.28,118,0,248711185752,255795120044
20000000,20000344,20000344,1472,23,137,291,19.44,150,0,130506907685,138208429884
50000000,50000632,50000632,1472,39,151,458,57.65,137,0,58340327363,67540481124
100000000,100001690,100000690,1472,75,177,515,95.22,137,0,34052939015,43894984768
200000000,200000460,199998460,1472,107,217,524,106.65,157,0,21457571194,32226578565
300000000,300008680,300001179,1472,111,294,593,115.93,283,0,17124635381,28275213695
400000000,400006402,400000401,1472,166,377,924,86.17,386,0,14433537290,26288745881
500000000,500002493,499994993,1472,347,591,907,82.78,582,0,12771894259,25065237519
600000000,600001806,600001806,1472,634,754,1003,50.31,753,0,11596674226,24282886268
700000000,700002220,699995220,1472,646,740,988,34.97,740,0,10214030038,23814324070
800000000,800007811,800003811,1472,669,748,983,23.81,746,0,9050522384,23392726056
900000000,899980185,900002685,1472,679,745,1308,17.18,745,0,7632157984,23057376114
1000000000,956089942,999997160,1472,1129,1331,1831,16.91,1330,0,7026040163,23075241401
