Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,29,153,510,5.48,153,0,247725176147,255776729160
20000000,20000340,20000340,1472,107,153,1820,9.64,153,0,129565240410,138026337159
50000000,50000644,50000644,1472,24,158,890,41.24,153,0,59000255147,67543640403
100000000,100000297,100000297,1472,13,195,652,97.87,144,0,33486828491,43908285717
200000000,200000636,199998636,1472,72,212,546,107.19,164,0,19902867815,32226808596
300000000,300001208,300002708,1472,104,317,644,115.89,299,0,17637602312,28289768031
400000000,399997263,399999263,1472,174,376,987,84.55,386,0,14050022311,26272142035
500000000,499999679,499994679,1472,368,583,910,84.75,575,0,12740890049,25079967389
600000000,600015221,600003220,1472,625,765,1056,52.39,765,0,11634173045,24284085801
700000000,700008306,699997806,1472,642,740,964,34.07,740,0,10413667008,23813882323
800000000,800001221,800005221,1472,687,750,1084,24.25,749,0,9431326036,23394936309
900000000,900010966,900001966,1472,693,748,853,11.83,748,0,8486478559,23069134322
1000000000,958684894,999994006,1472,1303,1333,1410,8.06,1333,0,7870074836,23052453227
