Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,27,147,507,15.94,153,0,0,0
20000000,20000344,20000344,1472,16,133,359,20.62,122,0,0,0
50000000,50000572,50000572,1472,33,175,508,84.01,139,0,0,0
100000000,99823128,100000314,1472,63,314,46590,2081.00,139,0,0,0
200000000,200002914,199997914,1472,73,221,505,112.69,209,0,0,0
300000000,297364002,300000133,1472,107,420,46988,2211.57,297,0,0,0
400000000,397511400,399999821,1472,201,469,46906,1619.94,411,0,0,0
500000000,500011966,499996965,1472,398,706,932,82.15,705,0,0,0
600000000,600001081,600001081,1472,611,746,889,51.31,746,0,0,0
700000000,691563479,699997095,1472,645,818,48739,1797.30,733,0,0,0
800000000,800001357,800005357,1472,678,744,1189,24.94,743,0,0,0
900000000,900009418,900000418,1472,674,744,1187,15.00,746,0,0,0
1000000000,958344122,999997385,1472,1297,3197,6234,1610.42,3024,0,0,0
