Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,53,143,4551,42.46,152,0,248328137857,255782529123
20000000,20000342,20000342,1472,27,151,2260,24.08,153,0,130044309877,138032713124
50000000,50000579,50000579,1472,50,144,816,63.24,138,0,57888987148,67541109247
100000000,100000575,100000575,1472,59,171,513,84.04,136,0,33768066377,43912000050
200000000,200000087,199998087,1472,72,221,608,102.96,160,0,21305347658,32223579552
300000000,299995361,300002861,1472,109,292,560,112.47,280,0,16165301501,28270969611
400000000,399996483,400000483,1472,180,391,986,87.08,395,0,13950076467,26287793045
500000000,500001246,499993746,1472,311,555,926,75.97,539,0,12798574692,25086306397
600000000,600012659,600000659,1472,636,754,874,50.07,753,0,11604590315,24264906569
700000000,700015119,699994118,1472,665,746,848,35.75,750,0,10406767804,23815726475
800000000,800005840,800005840,1472,678,748,847,23.79,747,0,9227130388,23193948476
900000000,900009160,900000160,1472,692,753,1215,17.92,753,0,8472280838,23065356955
1000000000,958392482,999993228,1472,1291,1339,1932,12.57,1339,0,7692397881,22872618562
