Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,14,130,220,20.69,124,0,248713949263,255795369640
20000000,20000341,20000341,1472,15,144,1968,27.48,150,0,131202494560,138209354517
50000000,50000665,50000665,1472,74,133,474,14.32,135,0,58828590536,67517002878
100000000,100000711,100000711,1472,41,169,521,89.91,135,0,34041520937,43908595198
200000000,200002350,199998350,1472,81,206,607,108.12,136,0,21146059170,32224865872
300000000,299999097,300000597,1472,72,271,564,112.44,265,0,16656698399,28290533124
400000000,400007879,400001878,1472,175,379,933,88.22,385,0,14117764679,26287732280
500000000,500007509,499997508,1472,329,533,912,73.42,522,0,13027844362,25084809359
600000000,600000470,600000470,1472,616,758,895,51.18,757,0,11822728716,24286905200
700000000,700005496,699994996,1472,655,744,898,35.44,749,0,10672404566,23814104117
800000000,800002105,800006105,1472,674,750,873,24.31,749,0,9640078849,23393807278
900000000,900008043,900003543,1472,703,753,858,13.64,752,0,8662577172,23061010035
1000000000,957991667,999990271,1472,1285,1334,1425,9.22,1334,0,7940887197,22884534395
