Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,28,142,4417,35.33,150,0,248894543325,255785742588
20000000,20000345,20000345,1472,74,145,332,17.32,151,0,130559584677,138033871877
50000000,50000662,50000662,1472,44,144,474,10.58,141,0,59286108606,67516716475
100000000,99999948,99999948,1472,42,186,570,102.65,137,0,34252664507,43914278796
200000000,200002839,199998839,1472,63,210,514,106.88,150,0,20744946213,32225430551
300000000,300006214,300003214,1472,111,315,653,115.42,292,0,17777161766,28289787356
400000000,400000678,399998678,1472,171,370,652,85.44,378,0,14747013226,26288854238
500000000,500004642,499994641,1472,345,612,908,79.76,607,0,12760959445,25067307951
600000000,600010634,600001634,1472,636,748,901,49.51,747,0,11671090747,24288386840
700000000,700006640,699996140,1472,629,743,1041,36.48,749,0,10442413908,23813790607
800000000,800008829,800004829,1472,679,749,837,24.64,749,0,9336741673,23389743512
900000000,900002797,899998297,1472,689,748,1277,16.00,748,0,8170926465,23066669682
1000000000,958150873,999996651,1472,1288,1331,1895,18.06,1330,0,7496321476,23027888087
