Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,68,134,290,20.20,149,0,248469436801,255963940483
20000000,20000344,20000344,1472,80,134,250,21.79,140,0,131008389864,138026386478
50000000,50000657,50000657,1472,9,144,268,13.96,148,0,59506004876,67525367870
100000000,100000400,100000400,1472,84,184,614,91.29,140,0,34388357008,43912473684
200000000,200001755,199998755,1472,98,214,517,107.58,156,0,21389151937,32221841325
300000000,299999537,300002537,1472,111,279,561,113.29,268,0,16834317548,28289408679
400000000,399999303,399999302,1472,202,383,958,82.87,389,0,14258354556,26286190241
500000000,500010374,499997874,1472,342,583,936,80.41,575,0,12879131023,25087148204
600000000,600002304,599999304,1472,636,752,902,50.03,751,0,11685770198,24264136163
700000000,699999462,699995962,1472,655,743,867,35.87,749,0,10464582858,23817542587
800000000,800003327,800003327,1472,678,750,931,24.62,750,0,9373475794,23392844482
900000000,900023348,899991845,1472,697,745,822,10.86,745,0,8211060018,23062495362
1000000000,958276786,999995580,1472,1294,1330,1407,9.59,1330,0,7513364149,23054783905
