Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,71,132,226,20.12,126,0,248417795808,255783962229
20000000,20000344,20000344,1472,17,145,1679,27.91,151,0,130948440336,138024865236
50000000,50000658,50000658,1472,85,138,266,6.08,137,0,58516387416,67516800707
100000000,100000988,100000488,1472,41,182,533,95.50,137,0,33898862499,43912491844
200000000,200003672,199999671,1472,80,211,611,100.61,152,0,21419914663,32224579288
300000000,300001332,300001332,1472,84,283,562,110.43,286,0,16172531339,28290465910
400000000,399996924,399998924,1472,179,383,918,86.48,387,0,14206793315,26287463200
500000000,499990418,499995418,1472,359,614,901,90.92,606,0,12791070720,25066151871
600000000,600003412,600000412,1472,625,751,892,49.84,751,0,11710622379,24286160370
700000000,700015796,699994795,1472,640,738,1020,35.50,739,0,10455902262,23814737128
800000000,799999048,800011047,1472,673,747,1133,24.17,746,0,9359506597,23393541957
900000000,900006666,899997666,1472,709,746,898,12.00,745,0,8241364387,23059225640
1000000000,959282253,999993157,1472,1092,1336,1755,11.83,1336,0,7538815429,22883233207
