Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,24,135,4025,35.40,138,0,0,0
20000000,20000340,20000340,1472,27,149,2105,33.30,154,0,0,0
50000000,50000655,50000655,1472,39,140,428,7.14,139,0,0,0
100000000,99940450,100000414,1472,87,229,46578,1218.87,140,0,0,0
200000000,200001871,199999871,1472,112,236,615,107.25,232,0,0,0
300000000,300005335,300002335,1472,91,302,595,109.22,290,0,0,0
400000000,397494560,400000763,1472,192,442,45690,1568.06,387,0,0,0
500000000,499990021,499992521,1472,424,709,915,79.15,708,0,0,0
600000000,600011934,600002933,1472,620,741,918,50.38,740,0,0,0
700000000,700009710,699999210,1472,645,737,974,35.13,736,0,0,0
800000000,800007607,800007607,1472,678,743,1011,23.83,743,0,0,0
900000000,900005119,900000619,1472,702,746,1335,15.26,745,0,0,0
1000000000,956913993,999992818,1472,1279,1329,1933,14.18,1329,0,0,0
