Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,74,143,4242,30.07,150,0,248777775346,255784616069
20000000,20000342,20000342,1472,54,150,259,6.08,150,0,130634894174,138024061718
50000000,50000661,50000661,1472,100,138,270,7.68,136,0,59065980953,67540324149
100000000,100000371,100000371,1472,23,177,689,81.86,138,0,34456396501,43910524803
200000000,200003131,199999131,1472,106,210,541,106.23,147,0,21246246499,32227934129
300000000,300008498,300000998,1472,108,289,599,118.35,280,0,16590977436,28289569758
400000000,400006367,400000367,1472,181,364,618,83.40,376,0,14359800589,26286507052
500000000,500013214,499995713,1472,296,492,973,79.23,487,0,13129471753,25066269204
600000000,600005628,600002628,1472,639,754,902,49.87,754,0,11803096627,24282739924
700000000,700010281,699996281,1472,653,750,1021,36.66,751,0,10655042017,23814319633
800000000,799999115,800007115,1472,688,752,854,23.64,752,0,9638112376,23393392640
900000000,899999874,899999874,1472,700,753,848,13.53,752,0,8669455886,23067245196
1000000000,956767993,999990946,1472,1291,1332,1908,18.79,1331,0,7942721837,22869014204
