Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,76,154,4418,37.36,152,0,248919012186,255967293520
20000000,20000340,20000340,1472,95,150,280,5.83,151,0,130272263607,138208208806
50000000,50000656,50000656,1472,56,145,787,61.12,135,0,58621814611,67516185474
100000000,100001337,100000337,1472,105,191,654,100.17,138,0,34151292769,43893968693
200000000,200002789,199998789,1472,75,204,484,102.25,139,0,21413812391,32225721672
300000000,300007523,300001523,1472,105,289,571,113.02,284,0,16609889854,28292718797
400000000,399991235,399999234,1472,188,394,985,87.57,397,0,14056868552,26270441404
500000000,500008889,499993888,1472,367,582,888,76.07,575,0,12833397709,25065851400
600000000,600008150,600002150,1472,637,752,922,49.80,751,0,11745469089,24288125929
700000000,700009242,699995242,1472,655,749,879,37.16,751,0,10510250740,23812149534
800000000,800006451,800002451,1472,663,745,848,24.68,745,0,9401710601,23392346599
900000000,900011654,900002654,1472,705,748,822,12.12,747,0,8286244325,23068622530
1000000000,956628979,999995634,1472,1290,1330,1421,8.19,1330,0,7544429857,23035832711
