Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,28,157,4168,39.01,154,0,0,0
20000000,20000338,20000338,1472,81,157,1691,11.92,154,0,0,0
50000000,50000654,50000654,1472,83,142,444,18.79,144,0,0,0
100000000,100000524,100000024,1472,34,195,622,100.02,155,0,0,0
200000000,200000457,199999457,1472,97,221,655,92.66,177,0,0,0
300000000,300000292,300001792,1472,79,306,574,110.05,295,0,0,0
400000000,397502678,399998995,1472,220,480,45701,1564.28,425,0,0,0
500000000,500009073,499996573,1472,416,721,905,73.91,721,0,0,0
600000000,600001808,600001808,1472,623,734,881,49.64,733,0,0,0
700000000,700008201,699997701,1472,654,729,1164,34.96,727,0,0,0
800000000,797833598,800007694,1472,666,777,13391,506.11,743,0,0,0
900000000,900006409,900001909,1472,691,742,1266,16.19,743,0,0,0
1000000000,957229614,999996766,1472,1283,1331,1898,13.75,1331,0,0,0
