Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,35,137,4414,80.67,142,0,248963628271,255802226451
20000000,20000340,20000340,1472,97,151,1577,9.33,151,0,130258731998,138035107239
50000000,50000661,50000661,1472,45,136,623,33.41,136,0,58888591834,67545106944
100000000,100000117,100000117,1472,35,187,602,90.17,148,0,34374917037,43894731113
200000000,199999806,199998806,1472,104,195,524,98.74,125,0,20628250710,32228344131
300000000,300007734,300000233,1472,113,300,627,117.53,286,0,17118336752,28288126200
400000000,399998164,400000164,1472,190,384,904,86.84,386,0,14341000761,26291141115
500000000,500001883,499991883,1472,385,594,929,77.69,587,0,12961358094,25088632558
600000000,600006317,600000316,1472,623,751,905,50.13,750,0,11750742580,24264609967
700000000,700012726,699998726,1472,654,739,859,35.54,738,0,10596947400,23817020191
800000000,800005093,800009093,1472,667,741,1074,24.19,740,0,9576860966,23396178809
900000000,900012858,899999357,1472,709,745,1303,14.80,744,0,8567579954,23066194561
1000000000,959038743,999991884,1472,1199,1331,1924,14.66,1330,0,7972333527,23062128428
