Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,94,153,4020,28.16,151,0,248700351755,255797925801
20000000,20000340,20000340,1472,84,157,2254,46.28,152,0,131117920936,138027474410
50000000,50000664,50000664,1472,43,132,426,14.46,136,0,58531645786,67540236806
100000000,100000642,100000142,1472,54,188,707,102.97,137,0,34287159142,43910040193
200000000,200001680,199999680,1472,61,201,537,104.89,137,0,20844148868,32226941843
300000000,300000340,300003339,1472,106,305,652,115.81,287,0,17551339800,28290347755
400000000,400008082,400000082,1472,170,381,937,87.89,384,0,14294934463,26288587687
500000000,499999546,499994546,1472,343,565,936,79.86,552,0,12978347776,25088749233
600000000,600005131,600002131,1472,636,755,876,50.15,754,0,11778391648,24264790565
700000000,700001544,699998044,1472,653,746,874,37.12,750,0,10606108540,23814573117
800000000,800006521,800006520,1472,678,747,864,23.45,746,0,9578116853,23391762873
900000000,900003658,900003658,1472,712,747,802,10.95,746,0,8581798635,23066472559
1000000000,957970914,999992545,1472,1299,1334,1416,7.35,1333,0,7844673713,22872965278
