Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,15,142,4343,30.71,150,0,248729179233,255785162207
20000000,20000343,20000343,1472,30,131,263,20.42,134,0,130286097438,138033674082
50000000,50000582,50000582,1472,20,148,474,44.43,137,0,58400591664,67530465478
100000000,100001006,100000506,1472,62,174,520,91.03,136,0,34006362982,43908250428
200000000,200002758,199998758,1472,15,220,523,107.59,153,0,20698121704,32226633707
300000000,300001074,300002574,1472,111,293,629,113.93,279,0,16624196973,28288958837
400000000,400005535,400001535,1472,177,382,926,88.01,386,0,14379368050,26288243121
500000000,500000636,499995635,1472,374,624,883,92.99,619,0,12821203695,25087771239
600000000,600004099,600004099,1472,636,750,893,49.88,749,0,11614466049,24265658672
700000000,700006850,699996349,1472,644,744,970,36.33,749,0,10346117862,23814027071
800000000,800010595,800002595,1472,659,744,1142,24.76,744,0,9313366488,23393991525
900000000,900005549,900001049,1472,706,751,823,12.00,753,0,8189719428,23069191209
1000000000,956847594,999991639,1472,1280,1329,1403,10.05,1331,0,7322189622,23042875763
