Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,9,150,944,17.03,153,0,0,0
20000000,20000340,20000340,1472,16,153,247,5.83,153,0,0,0
50000000,50000652,50000652,1472,109,142,437,9.70,140,0,0,0
100000000,100000272,100000272,1472,26,180,662,95.80,139,0,0,0
200000000,200002808,199998808,1472,13,210,531,79.64,169,0,0,0
300000000,300003043,300003043,1472,111,300,930,108.65,304,0,0,0
400000000,399989994,399999994,1472,202,393,924,86.93,393,0,0,0
500000000,491346412,499994109,1472,386,857,47430,2411.87,705,0,0,0
600000000,600002686,600002686,1472,632,736,900,49.82,734,0,0,0
700000000,691642581,699994166,1472,646,797,45670,1676.25,727,0,0,0
800000000,800006249,800006249,1472,666,744,1160,24.43,743,0,0,0
900000000,900004947,900000447,1472,704,743,1320,14.73,743,0,0,0
1000000000,957002356,999995914,1472,1285,1329,1407,9.27,1329,0,0,0
