Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,19,147,4626,42.74,153,0,0,0
20000000,20000344,20000344,1472,19,140,336,20.81,152,0,0,0
50000000,50000668,50000668,1472,69,126,434,14.56,124,0,0,0
100000000,99941815,100000280,1472,13,236,45347,1184.89,137,0,0,0
200000000,200003441,199998441,1472,45,230,821,112.27,200,0,0,0
300000000,300000071,300003071,1472,92,301,602,108.67,298,0,0,0
400000000,400006894,399998894,1472,181,382,951,79.79,388,0,0,0
500000000,500003103,499995602,1472,437,722,888,72.03,723,0,0,0
600000000,600006202,600003202,1472,619,740,952,50.47,738,0,0,0
700000000,700007577,699993577,1472,639,733,1021,36.36,733,0,0,0
800000000,800001697,800005697,1472,670,749,1117,25.69,748,0,0,0
900000000,900003657,899999157,1472,694,745,1197,13.27,744,0,0,0
1000000000,958166557,999996491,1472,1300,1329,1395,7.81,1329,0,0,0
