Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,12,147,232,13.19,151,0,248278298687,255778067316
20000000,20000342,20000342,1472,77,144,253,17.75,151,0,130714310656,138041376918
50000000,50000658,50000658,1472,39,132,426,13.15,136,0,58811892111,67513529600
100000000,100000703,100000203,1472,70,165,517,92.24,117,0,33894939957,43911691519
200000000,200004133,199999133,1472,47,211,628,105.20,149,0,21454505398,32228720050
300000000,300004820,300001820,1472,97,277,570,112.67,268,0,16774632689,28289056046
400000000,400000321,399998321,1472,157,373,806,86.93,380,0,14449094113,26267937037
500000000,500003714,499996214,1472,387,618,895,84.97,613,0,12719705395,25086259436
600000000,600016748,600001748,1472,621,753,900,50.35,752,0,11605559689,24284415398
700000000,700000659,699997159,1472,633,740,863,35.01,741,0,10314980659,23814993041
800000000,800007335,800003335,1472,661,748,860,24.52,747,0,9154047315,23395480478
900000000,900010192,900001192,1472,698,748,826,12.04,748,0,7865418916,23067189990
1000000000,957362697,999992061,1472,1282,1329,1409,10.15,1330,0,7208834273,23082575115
