Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,73,131,425,20.37,136,0,248257021779,255795179554
20000000,20000339,20000339,1472,62,154,2370,12.08,152,0,130846653209,138012789757
50000000,50000595,50000595,1472,48,135,607,59.77,117,0,58879295137,67545346321
100000000,100001052,100000552,1472,22,180,595,89.64,151,0,34912985739,43896181205
200000000,200002231,199998231,1472,103,223,502,106.63,157,0,22572861643,32225342841
300000000,300002812,300002812,1472,87,278,552,112.33,270,0,16992846094,28289198954
400000000,400004193,400000193,1472,159,375,677,86.90,382,0,14496393815,26288516112
500000000,500010135,499995135,1472,357,561,939,90.18,538,0,12977881115,25068402996
600000000,599999169,600002169,1472,636,750,883,49.64,749,0,11683296120,24287132165
700000000,700010594,699996593,1472,655,744,886,36.00,749,0,10455598885,23816207963
800000000,800006384,800006384,1472,680,745,1020,23.58,745,0,9354411796,23390733517
900000000,900009590,900000590,1472,679,744,979,12.29,746,0,8189601782,23066168320
1000000000,957178642,999996168,1472,1296,1330,1440,9.38,1329,0,7484147672,23077935124
