Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,12,140,4220,58.06,149,0,249083509221,255968994929
20000000,20000346,20000346,1472,56,134,406,22.67,148,0,130732328487,138029703116
50000000,50000663,50000663,1472,80,134,427,11.75,136,0,58768050954,67522809052
100000000,100000070,100000070,1472,78,171,541,89.61,136,0,34459906879,43912622284
200000000,200003281,199998281,1472,87,207,533,105.99,141,0,21348758932,32226750769
300000000,299995906,300003406,1472,102,294,610,116.97,278,0,16748463199,28277593133
400000000,400003072,399999071,1472,165,372,649,88.49,380,0,14185939483,26286968714
500000000,500002573,499995073,1472,305,551,968,76.28,539,0,12910950157,25067098710
600000000,599999056,600002055,1472,637,754,990,50.40,753,0,11805106308,24284690276
700000000,700009763,699995762,1472,664,744,899,35.28,749,0,10630797851,23813177996
800000000,800003734,800007734,1472,677,756,1093,25.22,755,0,9611477789,23395374927
900000000,899767274,900001212,1472,698,756,1375,25.02,755,0,8641015525,23066554795
1000000000,960172619,999993611,1472,1207,1340,1940,13.19,1341,0,8088832741,23074770403
