Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,86,145,4354,27.00,151,0,248518495704,255798386001
20000000,20000342,20000342,1472,38,143,2022,21.68,150,0,130532597572,138031123962
50000000,50000660,50000660,1472,19,153,501,56.67,137,0,58454898452,67544031768
100000000,100001204,100000204,1472,73,190,541,101.10,138,0,34230336059,43906760160
200000000,200003912,199998912,1472,100,214,544,106.77,149,0,21273328353,32227786407
300000000,300002401,300000901,1472,110,284,562,111.32,278,0,16362590290,28277330568
400000000,400007182,400001182,1472,190,373,919,82.25,385,0,14479889479,26285593634
500000000,500007402,499992402,1472,344,563,939,89.30,543,0,13058454602,25087424587
600000000,599997566,600000566,1472,629,757,925,51.22,756,0,11731001844,24284928962
700000000,700001283,699997783,1472,641,744,850,36.81,749,0,10500490063,23818708351
800000000,800003191,800003191,1472,678,748,856,23.69,747,0,9412880429,23393629358
900000000,900007699,900003199,1472,703,747,825,12.37,747,0,8283197764,23066561201
1000000000,958082143,999992707,1472,1296,1331,1418,8.25,1330,0,7507382134,22997764834
