Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,81,152,528,5.66,151,0,248471392336,255968415273
20000000,20000342,20000342,1472,81,143,1776,21.35,150,0,130662176282,138037478966
50000000,50000662,50000662,1472,32,132,389,13.19,136,0,58583053085,67544024196
100000000,100000210,100000210,1472,29,175,521,95.68,135,0,34114623340,43910355958
200000000,200001081,199999081,1472,106,213,569,107.34,151,0,20904045827,32227228367
300000000,299996069,300002069,1472,112,278,642,111.84,268,0,16643093211,28281658513
400000000,399997365,399999365,1472,177,380,973,87.90,386,0,14440701581,26286202589
500000000,500008623,499993623,1472,363,626,964,81.14,623,0,12756759068,25084563084
600000000,600009449,600000449,1472,635,754,912,50.75,753,0,11600076562,24286479728
700000000,700013352,699999352,1472,648,745,987,35.99,749,0,10338389867,23813559356
800000000,800005977,800005977,1472,678,745,834,24.08,744,0,9234907376,23393463770
900000000,899993855,899998355,1472,692,755,1318,18.55,755,0,8049971514,23066471684
1000000000,957063365,999995838,1472,1062,1334,1827,16.70,1333,0,7140483557,23052495967
