Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,36,143,4059,23.64,151,0,248521646848,255792848471
20000000,20000341,20000341,1472,87,145,1787,22.56,151,0,130763249082,138041610770
50000000,50000652,50000652,1472,103,155,834,48.96,141,0,58764337390,67518098411
100000000,100000530,100000030,1472,106,201,612,103.40,156,0,34823017818,43906986653
200000000,199999904,199998904,1472,9,214,533,102.02,150,0,21772882285,32224498968
300000000,300005956,300001456,1472,71,285,554,112.51,276,0,16821658274,28290651328
400000000,399999743,400001743,1472,215,371,672,86.58,377,0,14961192373,26285424320
500000000,500006366,499996366,1472,355,644,916,95.18,642,0,12789427255,25088361326
600000000,600012507,600000507,1472,621,750,895,50.14,750,0,11660986116,24285505678
700000000,700000660,699997160,1472,627,742,987,36.59,748,0,10379535920,23817070842
800000000,800006792,800006792,1472,679,747,1171,25.46,746,0,9292279894,23395291277
900000000,900003915,899999415,1472,689,742,831,11.22,743,0,8088938590,23059216647
1000000000,957478402,999995139,1472,1264,1332,1421,9.33,1334,0,7258693609,22881006444
