Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,57,133,554,21.00,146,0,248642388632,255788328920
20000000,20000342,20000342,1472,17,131,278,20.47,148,0,130336663143,138019075873
50000000,50000596,50000596,1472,26,126,521,25.44,118,0,58873129649,67540733891
100000000,100000560,100000560,1472,47,178,652,93.57,136,0,34311891735,43912186202
200000000,200001297,199999297,1472,34,212,537,107.91,155,0,20924451702,32226813994
300000000,300008774,300001274,1472,98,280,565,110.73,282,0,16806838514,28292389952
400000000,400001408,400001408,1472,174,383,984,88.50,387,0,14307656369,26286918401
500000000,500009365,499994365,1472,359,590,913,80.60,581,0,12837500188,25085891355
600000000,599995616,600004616,1472,628,756,920,50.75,755,0,11693346412,24266030354
700000000,700004353,699997353,1472,641,740,855,34.86,740,0,10482457467,23814168153
800000000,800003055,800007055,1472,677,749,1085,25.44,747,0,9376893070,23394321729
900000000,900002884,900002884,1472,690,746,1181,13.82,745,0,8210314645,23066056636
1000000000,959540899,999993982,1472,1286,1333,1485,7.68,1333,0,7411632873,22965639721
