Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,53,137,4363,35.69,149,0,249046494252,255964983801
20000000,20000341,20000341,1472,77,147,2239,48.49,150,0,131538117454,138032843125
50000000,50000664,50000664,1472,70,134,622,60.32,115,0,58745329098,67537674198
100000000,100000600,100000100,1472,50,175,508,96.65,136,0,34436165858,43894233433
200000000,200000806,199998805,1472,34,233,667,110.03,173,0,22317635962,32224463129
300000000,300004762,300001762,1472,80,286,626,114.74,272,0,16779158280,28272391889
400000000,400002341,400000341,1472,169,373,871,85.14,379,0,14399803404,26285115514
500000000,499998698,499996198,1472,369,573,922,72.70,562,0,12924212574,25068050961
600000000,600004978,599998978,1472,629,753,913,50.06,752,0,11827700786,24283772886
700000000,700009397,699995397,1472,656,739,864,34.44,739,0,10603691625,23813759003
800000000,800011139,800007139,1472,669,748,1159,24.19,746,0,9580467012,23390868838
900000000,900005378,900005378,1472,709,743,1343,14.73,743,0,8613729102,23069055441
1000000000,960029760,999997555,1472,1293,1330,1448,9.70,1330,0,7939377992,22982259530
