Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,111,154,316,5.29,153,0,248105407827,255966576175
20000000,20000343,20000343,1472,69,136,2137,33.23,138,0,130174357782,138033926745
50000000,50000661,50000661,1472,79,152,540,67.29,138,0,57835332653,67539311283
100000000,100000699,100000699,1472,61,179,545,99.13,138,0,33373492233,43909586122
200000000,200000940,199997940,1472,105,221,547,101.75,162,0,21353634656,32224129682
300000000,299997377,300003377,1472,102,290,644,112.63,277,0,16188481490,28291267280
400000000,400008184,400002184,1472,213,379,775,87.62,385,0,14376306748,26287877277
500000000,500011702,499996701,1472,377,573,936,81.49,559,0,12716577501,25085468928
600000000,600012201,600000201,1472,636,752,953,49.82,750,0,11578280273,24286324966
700000000,700001907,699994907,1472,665,744,869,35.74,749,0,10371687399,23813612840
800000000,799998912,800006912,1472,681,746,1128,24.17,746,0,9357077319,23395437870
900000000,900016125,900002625,1472,694,752,875,12.92,752,0,8403587901,23068216364
1000000000,957359257,999995134,1472,1296,1337,1416,6.40,1338,0,7656676259,22878031122
