Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,29,124,4388,47.58,116,0,249042673338,255966957238
20000000,20000344,20000344,1472,9,125,1945,31.78,117,0,131058034833,138027359035
50000000,50000679,50000679,1472,9,111,407,5.66,109,0,58716319686,67543062427
100000000,100001171,100000671,1472,72,165,501,98.77,120,0,34391935060,43909756029
200000000,200002830,199998830,1472,16,210,522,110.63,152,0,21158157091,32223875200
300000000,299998687,300001687,1472,75,280,595,114.92,275,0,15994464497,28274871351
400000000,399997365,399997365,1472,169,373,930,88.08,377,0,14148747975,26291703173
500000000,499995407,499995407,1472,278,483,997,79.91,484,0,13169779188,25085147802
600000000,600003450,600000450,1472,596,752,896,49.62,751,0,11788932075,24264533761
700000000,699996395,699992894,1472,634,746,1070,37.01,750,0,10664280404,23811678514
800000000,800015352,800003352,1472,674,755,869,25.10,754,0,9582366310,23393749999
900000000,899997552,899997552,1472,693,751,1198,15.81,750,0,8619119259,23067457249
1000000000,955872601,999993300,1472,1309,1340,1423,6.24,1341,0,8069562867,23073032164
