Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,22,148,330,14.07,153,0,247750420371,255784275685
20000000,20000340,20000340,1472,28,153,316,6.24,153,0,129788988745,138209087598
50000000,50000642,50000642,1472,75,153,503,65.76,138,0,57763062992,67526695426
100000000,100000164,100000164,1472,27,161,501,86.24,117,0,33523491333,43910368331
200000000,200003704,199998704,1472,90,220,588,103.51,161,0,21595607521,32225713116
300000000,300007169,300001169,1472,98,294,673,112.67,284,0,16180048847,28274252522
400000000,400005263,399997263,1472,175,378,801,87.64,385,0,14108941560,26288470004
500000000,500001590,499994090,1472,393,605,905,78.62,599,0,12672905575,25085512237
600000000,600010213,600001213,1472,636,752,903,49.86,752,0,11602451406,24263817127
700000000,700018448,699997448,1472,647,740,971,34.23,739,0,10436711495,23812595225
800000000,800009034,800009034,1472,679,748,1090,23.69,747,0,9443045002,23393622924
900000000,900003227,899998727,1472,713,752,843,12.29,752,0,8492375370,23060258565
1000000000,957132801,999995082,1472,1291,1336,1948,13.64,1336,0,7824519305,23041910228
