Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,76,151,4182,70.12,153,0,247976638471,255786503673
20000000,20000342,20000342,1472,9,144,417,18.73,152,0,130111080973,138034635684
50000000,50000667,50000667,1472,32,170,503,83.33,138,0,58194629909,67526460720
100000000,100001063,100000563,1472,78,181,516,99.28,137,0,33762463162,43910634840
200000000,200001819,199998819,1472,37,210,531,105.21,144,0,20787995791,32223292675
300000000,300003636,300002136,1472,107,293,609,113.04,281,0,16648914296,28288394588
400000000,399996856,399998856,1472,177,379,675,88.73,385,0,14765263200,26268596496
500000000,500015815,499993314,1472,321,550,932,74.48,536,0,12816489341,25086699597
600000000,600002877,600002877,1472,636,753,887,50.34,752,0,11637008791,24263537320
700000000,700008357,699997857,1472,658,745,867,35.43,749,0,10450029847,23810534603
800000000,800006792,800002792,1472,670,749,1113,24.56,748,0,9451416518,23392754606
900000000,900003055,899998555,1472,695,753,840,13.82,752,0,8528823466,23066205210
1000000000,959093848,999994131,1472,1294,1337,1429,6.56,1338,0,7938862818,23064232247
