Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,69,142,4263,41.75,151,0,248223589470,255788404797
20000000,20000344,20000344,1472,31,153,1975,31.64,153,0,130817484880,138034810115
50000000,50000650,50000650,1472,40,137,429,16.06,138,0,58612705351,67541232713
100000000,100000669,100000169,1472,38,176,514,97.77,137,0,33849459904,43910272317
200000000,200000961,199998961,1472,96,239,482,116.95,235,0,21518070146,32225465082
300000000,300007954,300001953,1472,112,311,600,108.23,299,0,16283998117,28276593315
400000000,400001153,399997153,1472,207,411,962,77.10,414,0,14631451278,26285426601
500000000,499990657,499995657,1472,515,730,992,63.67,731,0,13199685423,25088221234
600000000,600015029,600003029,1472,607,733,985,49.59,732,0,11953130259,24283828646
700000000,700000400,700000400,1472,649,732,975,35.03,732,0,10575240917,23814399560
800000000,800005978,800009977,1472,657,738,1069,23.85,738,0,9643387915,23391791525
900000000,900004862,900004862,1472,679,745,1189,15.81,744,0,8575786885,23067247962
1000000000,957203359,999996364,1472,1163,1329,1929,17.23,1329,0,7835951298,22871955443
