Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,28,152,345,6.78,151,0,248614815143,255799923867
20000000,20000340,20000340,1472,56,146,622,20.90,151,0,130809433964,138017553794
50000000,50000670,50000670,1472,76,155,627,74.99,136,0,58573450172,67542861205
100000000,100000685,100000685,1472,14,179,517,100.71,136,0,34135309554,43909807169
200000000,200000338,199998338,1472,65,213,539,107.29,150,0,21224423478,32228223912
300000000,300006070,300001570,1472,108,301,649,115.48,284,0,17444355933,28270946842
400000000,400000864,400000864,1472,165,382,775,86.43,387,0,14403394902,26288445289
500000000,500005305,499997805,1472,337,595,1000,88.15,580,0,12874789912,25085342680
600000000,600005666,600002666,1472,636,750,897,49.78,749,0,11596132290,24282637736
700000000,700008149,699994149,1472,648,744,986,35.79,749,0,10291511635,23813157444
800000000,800017458,800005458,1472,665,745,1090,24.37,744,0,9221375127,23392811320
900000000,900008128,899999128,1472,692,748,969,11.79,747,0,8004874298,23067722919
1000000000,957020435,1000000471,1472,1269,1329,1584,8.94,1329,0,7142205979,22872984326
