Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,10,149,365,15.94,151,0,248691558381,255798923006
20000000,20000342,20000342,1472,9,143,1829,21.68,151,0,130465810380,138026963210
50000000,50000655,50000655,1472,49,137,264,17.58,138,0,59285022459,67539760468
100000000,100000491,100000491,1472,27,176,522,95.45,136,0,34026965144,43912873712
200000000,200000932,199998932,1472,70,200,568,103.73,130,0,20237398986,32224558680
300000000,299996632,300002632,1472,100,291,548,114.17,274,0,16912348519,28292114843
400000000,400010189,399998188,1472,191,386,985,88.10,386,0,14083539379,26289269473
500000000,500003341,499993341,1472,348,620,883,81.47,616,0,12627227912,25064573715
600000000,600001043,600004043,1472,628,750,885,49.64,749,0,11569952362,24284664749
700000000,700008669,699998169,1472,627,741,852,35.17,747,0,10262644258,23813573935
800000000,800009713,800005713,1472,678,748,1045,24.35,747,0,9102350757,23395376403
900000000,900008988,899999988,1472,689,744,851,12.04,745,0,7826021101,23058828809
1000000000,955993503,999997110,1472,1214,1332,1801,9.17,1332,0,7173464351,23081071632
