Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,31,145,330,15.30,151,0,248567518613,255965411956
20000000,20000341,20000341,1472,67,149,1962,44.03,155,0,130833342502,138033603355
50000000,50000660,50000660,1472,26,130,409,13.53,136,0,58436237860,67543636841
100000000,100000618,100000618,1472,102,186,687,92.07,148,0,34464725202,43913536209
200000000,200000885,199998885,1472,88,220,572,103.78,155,0,22454282562,32226944632
300000000,300006825,300000825,1472,86,297,637,116.21,286,0,17042042500,28291167048
400000000,399997671,399999671,1472,179,381,898,85.61,386,0,14550049270,26286754204
500000000,499999919,499997419,1472,356,566,930,79.11,553,0,12969624718,25085329269
600000000,600013080,600004080,1472,624,752,980,50.28,751,0,11680743691,24287316606
700000000,700007212,699996712,1472,656,745,866,36.80,749,0,10432602222,23811041632
800000000,800014197,800006197,1472,676,746,824,23.71,745,0,9332741940,23396620549
900000000,900004517,900000017,1472,712,749,824,12.96,748,0,8141175918,23065246206
1000000000,957166475,999997639,1472,1288,1326,1396,11.18,1329,0,7304049689,22874422674
