Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,76,138,234,18.81,150,0,248456288007,255786587391
20000000,20000342,20000342,1472,19,143,363,19.13,151,0,130239643730,138027827528
50000000,50000668,50000668,1472,11,154,733,71.71,136,0,58671165155,67541384152
100000000,100000215,100000215,1472,50,188,543,95.25,142,0,34220955514,43897602148
200000000,200003453,199999453,1472,95,203,514,104.37,138,0,20491069619,32231583632
300000000,299998084,300001084,1472,79,287,643,111.84,284,0,16193037072,28290848356
400000000,400003259,399999259,1472,179,384,665,86.43,388,0,14550156168,26287092640
500000000,500002705,499995205,1472,425,636,1030,77.82,634,0,12545628741,25088636073
600000000,600008533,600002533,1472,637,751,906,49.51,750,0,11552066828,24266406557
700000000,700009241,699995241,1472,649,739,958,34.61,739,0,10325558525,23813631802
800000000,800002240,800010240,1472,678,743,1098,24.06,743,0,9134862881,23392529557
900000000,900004259,899999759,1472,688,755,1201,19.18,755,0,7815110190,23065550587
1000000000,956513086,999997363,1472,1222,1333,1789,9.75,1332,0,7122774451,23052161439
