Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,88,152,4084,10.15,152,0,248225351786,255796133924
20000000,20000342,20000342,1472,17,142,251,18.68,151,0,130049851178,138042240530
50000000,50000660,50000660,1472,60,138,447,10.10,137,0,58277599287,67527336886
100000000,100000330,100000330,1472,25,185,603,94.55,138,0,34166125883,43898167170
200000000,199999586,199998586,1472,109,221,856,103.99,156,0,21955238412,32225214389
300000000,300003826,300003826,1472,70,302,651,116.49,284,0,17200080141,28276943041
400000000,400011990,399997988,1472,178,383,703,85.84,389,0,14627674344,26288273083
500000000,499993656,499993656,1472,362,587,929,83.65,578,0,12796924212,25087179207
600000000,600009947,600003947,1472,627,748,903,49.46,747,0,11659408292,24284543237
700000000,700007473,699993473,1472,633,745,894,38.31,749,0,10412106313,23814264598
800000000,799989537,800009536,1472,668,751,1190,26.93,750,0,9364106915,23394264694
900000000,899927485,899999479,1472,681,745,1150,13.86,745,0,8170185477,23067207447
1000000000,957606442,999997169,1472,1188,1332,1767,11.53,1332,0,7309853657,22859984325
