Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,70,130,367,20.57,130,0,248704080735,255797022952
20000000,20000345,20000345,1472,56,128,236,20.47,117,0,130612907012,138035102568
50000000,50000597,50000597,1472,22,145,504,69.10,135,0,58822546085,67538688359
100000000,100001677,100000677,1472,73,167,650,88.81,129,0,34573005464,43897541207
200000000,200004532,199998532,1472,83,210,532,107.68,146,0,21132569553,32225934038
300000000,300006884,300000883,1472,101,302,644,111.03,282,0,17559192752,28290767995
400000000,400001510,399999509,1472,154,365,946,82.55,374,0,14114697623,26269252316
500000000,500004217,499996717,1472,283,497,963,79.44,494,0,13198117168,25086725685
600000000,600006888,600003888,1472,614,755,1010,50.97,753,0,11795446479,24286174080
700000000,699999828,699999827,1472,652,747,974,35.69,750,0,10635604833,23817147761
800000000,800006249,800006249,1472,679,754,1112,25.38,753,0,9604484872,23392504269
900000000,899996864,899996864,1472,696,755,1328,18.87,754,0,8620107669,23069085843
1000000000,957063912,999993874,1472,1100,1338,1958,19.05,1338,0,7988715891,23045976961
