Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,46,120,4184,39.97,113,0,247825197812,255783159801
20000000,20000344,20000344,1472,79,133,289,20.27,122,0,129789980652,138034277920
50000000,50000657,50000657,1472,78,146,599,65.50,137,0,58078073110,67543823041
100000000,100000660,100000660,1472,65,187,530,98.49,140,0,33896882798,43893793444
200000000,200003742,199998742,1472,103,217,604,105.18,162,0,20576775328,32227743250
300000000,300001609,300003109,1472,89,290,580,112.20,286,0,15956195118,28275730470
400000000,399999880,399997878,1472,175,397,967,90.84,398,0,14061653796,26290360493
500000000,499987526,499997525,1472,336,543,952,78.01,530,0,12839630682,25089603080
600000000,599999247,599999247,1472,626,751,907,49.67,750,0,11629042944,24287277319
700000000,700011686,699994186,1472,665,743,1041,35.30,749,0,10404198321,23813508917
800000000,800003395,800003395,1472,678,748,877,22.96,747,0,9429871682,23394271680
900000000,900010106,900001106,1472,713,754,1202,15.03,754,0,8471442288,23060957874
1000000000,958133436,999991874,1472,1288,1339,1918,16.40,1340,0,7810332068,23043662843
