Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,77,136,4205,22.32,149,0,248756674278,255968096604
20000000,20000343,20000343,1472,81,144,1971,38.57,149,0,131138559904,138033016477
50000000,50000556,50000556,1472,50,146,524,77.87,116,0,58825374798,67546502680
100000000,100001168,100000668,1472,62,174,522,92.96,136,0,34530564520,43894208003
200000000,199999892,199998892,1472,20,225,603,109.73,177,0,22133861439,32225260713
300000000,300001973,300003473,1472,95,304,644,115.10,288,0,17228084730,28288270767
400000000,399998844,399998844,1472,167,365,975,83.52,374,0,14117813778,26288279156
500000000,499999096,499994096,1472,319,566,954,79.18,553,0,12961179008,25083180677
600000000,600003451,600000450,1472,634,752,883,49.53,752,0,11772422495,24265765241
700000000,700011530,699997530,1472,664,745,861,35.21,750,0,10587719009,23810577093
800000000,800002579,800002579,1472,686,756,861,24.86,755,0,9559142574,23393199636
900000000,899999788,899999788,1472,714,753,1329,18.28,752,0,8611592524,23066899883
1000000000,957506508,999994713,1472,1292,1336,1875,12.69,1335,0,7960960223,23009743515
