Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,76,132,235,20.66,148,0,248772444557,255801200483
20000000,20000344,20000344,1472,35,132,253,20.30,148,0,130611797622,138028284561
50000000,50000663,50000663,1472,86,131,466,20.69,135,0,58742810926,67541291086
100000000,100001037,100000537,1472,90,169,517,86.94,135,0,34012221384,43913609077
200000000,200005429,199998428,1472,11,213,508,107.96,157,0,21761150579,32227546355
300000000,300003129,300001628,1472,84,283,556,115.06,274,0,16742704994,28287546671
400000000,400003938,399997937,1472,192,373,680,87.32,379,0,14676195678,26271360962
500000000,499994665,499997165,1472,293,539,975,79.33,525,0,12988105388,25088008280
600000000,600006355,600006355,1472,619,757,907,50.86,756,0,11790357582,24264651752
700000000,700011998,699997997,1472,641,748,895,36.12,751,0,10672209554,23816643645
800000000,800010188,800006188,1472,665,754,1090,25.98,753,0,9639574227,23393476680
900000000,900007697,899994197,1472,699,755,842,13.96,755,0,8641553168,23057829872
1000000000,959649806,999994818,1472,1163,1336,1945,17.66,1336,0,7974501101,22976353078
