Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,11,133,4177,44.89,140,0,248575308127,255785151151
20000000,20000344,20000344,1472,12,130,232,20.00,124,0,130531841557,138037521875
50000000,50000663,50000663,1472,53,177,508,94.16,136,0,59099365355,67540923077
100000000,100000574,100000574,1472,37,175,535,90.84,141,0,34658828717,43912990075
200000000,200002783,199998783,1472,56,205,494,108.51,139,0,21306487549,32224942801
300000000,299995266,300001266,1472,93,280,569,115.96,273,0,16458191000,28291462574
400000000,400000355,400000354,1472,155,365,622,87.07,374,0,14300119107,26289501843
500000000,500005491,499995491,1472,333,549,954,71.81,538,0,12959885447,25083028881
600000000,600009374,600003374,1472,636,753,897,49.66,752,0,11780119442,24265969290
700000000,699998527,699998527,1472,649,748,1022,37.34,750,0,10654502178,23815159472
800000000,800005501,800005501,1472,674,750,837,23.83,749,0,9625123289,23393665002
900000000,900004947,900000447,1472,713,752,1188,14.97,751,0,8666015972,23071651591
1000000000,958120343,999991541,1472,1309,1338,1409,6.63,1340,0,8003762929,23023825592
