Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,60,131,311,20.54,130,0,248384355427,255799501917
20000000,20000341,20000341,1472,28,135,1820,23.49,149,0,130507742067,138035674130
50000000,50000661,50000661,1472,18,132,397,14.70,136,0,58497910900,67543541234
100000000,100001009,100000509,1472,104,183,526,98.11,137,0,34251017526,43898183730
200000000,200003178,199998178,1472,90,218,648,106.78,151,0,21710203464,32227052995
300000000,299999430,300000930,1472,90,286,650,113.53,278,0,16500299185,28275707960
400000000,400004481,399998481,1472,158,381,940,88.46,386,0,14492669772,26287018644
500000000,499985059,499997558,1472,345,563,938,89.50,544,0,13004457906,25082898565
600000000,599999629,600002629,1472,628,758,931,50.68,757,0,11729845129,24283827877
700000000,700003416,699996416,1472,655,744,860,35.67,749,0,10495019251,23812216809
800000000,800014332,800006332,1472,678,746,886,23.58,746,0,9380727946,23391202768
900000000,900002281,899997781,1472,712,746,818,10.54,745,0,8265178440,23068409519
1000000000,957621925,999993260,1472,1236,1332,1739,11.53,1332,0,7604618961,23074926486
