Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,55,135,228,20.07,149,0,248373184900,255789104604
20000000,20000344,20000344,1472,16,130,327,20.64,134,0,130505687688,138033527882
50000000,50000659,50000659,1472,55,141,627,10.58,137,0,58710715466,67515244116
100000000,100000084,100000084,1472,60,172,643,94.32,127,0,34200862921,43906440678
200000000,200003781,199998781,1472,11,206,572,102.11,147,0,20940731272,32224288119
300000000,300004503,300001503,1472,86,286,597,112.58,281,0,16040410502,28291888614
400000000,400009543,400001543,1472,179,376,657,85.23,384,0,14590830350,26273938794
500000000,499999653,499994653,1472,321,576,912,74.32,573,0,12958875714,25090170076
600000000,600003527,600000527,1472,628,753,921,50.00,752,0,11790653357,24283675600
700000000,699999463,699995963,1472,640,744,854,36.82,749,0,10607254259,23820191810
800000000,800006860,800006860,1472,674,746,836,23.69,746,0,9587569135,23392818280
900000000,900003486,900003486,1472,692,753,903,15.46,754,0,8602565992,23066868795
1000000000,957240526,999993809,1472,1305,1334,1409,6.63,1334,0,8016403731,23080765278
