Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,58,121,269,17.09,114,0,0,0
20000000,20000342,20000342,1472,75,138,273,20.64,151,0,0,0
50000000,50000656,50000656,1472,79,140,448,10.63,139,0,0,0
100000000,100000422,100000422,1472,68,152,503,77.31,124,0,0,0
200000000,200001688,199998688,1472,72,232,514,109.75,218,0,0,0
300000000,298704973,300001351,1472,115,361,46018,1537.00,281,0,0,0
400000000,397510460,400000863,1472,189,454,46919,1606.28,393,0,0,0
500000000,500004270,499994270,1472,467,728,925,65.89,728,0,0,0
600000000,600004750,600001750,1472,617,734,894,49.66,733,0,0,0
700000000,700008409,699994409,1472,636,731,937,35.51,731,0,0,0
800000000,800011343,800003343,1472,679,744,826,23.66,744,0,0,0
900000000,900008558,899999558,1472,712,744,1216,15.68,743,0,0,0
1000000000,957254489,999993837,1472,1290,1331,1900,17.35,1331,0,0,0
