Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,17,137,4195,24.37,151,0,248240944628,255779487024
20000000,20000343,20000343,1472,18,132,2270,45.40,120,0,130731667498,138027364239
50000000,50000664,50000664,1472,9,139,470,52.14,137,0,57882622913,67539957438
100000000,100000978,100000478,1472,13,165,518,91.76,118,0,33495430731,43914355027
200000000,200005464,199998464,1472,75,214,598,107.15,157,0,20773248252,32223934878
300000000,300001485,300004485,1472,116,320,650,114.91,299,0,17582670773,28290296527
400000000,400002002,399998002,1472,157,372,952,88.17,382,0,14137917650,26289009558
500000000,500002838,499992838,1472,385,582,896,75.41,576,0,12695112725,25089475924
600000000,599996686,600002686,1472,641,752,898,49.45,751,0,11596487335,24286312719
700000000,700009866,699995865,1472,659,750,982,37.59,751,0,10387176583,23814757228
800000000,800005433,800005433,1472,679,748,1077,23.62,747,0,9338140808,23392930200
900000000,900008042,899999042,1472,702,751,850,12.57,750,0,8388592863,23064326073
1000000000,957583373,999992895,1472,1293,1336,1411,6.56,1336,0,7641539837,22875766256
