Requested_Throughput,Receive_Throughput,Send_Throughput,Packet_Size,Minimum_RTT,Average_RTT,Maximum_RTT,Stdev_RTT,Median_RTT,Bad_Packets,Idle_Cycles,Total_Cycles
10000000,10000184,10000184,1472,34,154,4393,78.82,152,0,248300155367,255792929448
20000000,20000342,20000342,1472,33,141,248,17.72,150,0,130255151570,138036487241
50000000,50000664,50000664,1472,37,136,439,7.94,137,0,58278690280,67541975675
100000000,100001085,100000585,1472,76,183,691,101.04,134,0,34377995117,43912005005
200000000,199999583,199999583,1472,79,207,482,90.17,153,0,21438223979,32224404118
300000000,300000148,300003148,1472,111,293,609,110.43,291,0,16513850060,28291539722
400000000,400001748,399999748,1472,191,382,953,78.79,390,0,14673589912,26286019875
500000000,500010003,499997503,1472,421,730,910,70.31,730,0,13148531242,25068386366
600000000,600008570,600002570,1472,616,743,912,50.64,742,0,11937262825,24283437402
700000000,700006798,699999798,1472,643,726,834,33.42,725,0,10611788863,23816840722
800000000,800002851,800006851,1472,677,741,1174,25.67,740,0,9683061966,23392274915
900000000,900004518,900004518,1472,690,740,1188,13.56,743,0,8616355569,23065652886
1000000000,956112709,999993626,1472,1160,1330,1942,18.60,1329,0,7986807284,23075029789
